id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
71825,"River Room, Bellingen Treehouse",369209,Kirsty,,Bellingen,-30.36878,152.88389,Private room,323,2,295,2022-10-14,2.30,2,126,34,PID-STRA-6155
264985,Smiths Lake House Studio style*privacy*water views,1390233,Rob & Marzena,,Mid-Coast,-32.37488,152.49509,Entire home/apt,119,2,560,2022-06-13,4.21,2,1,35,PID-STRA-4066
267797,Smiths Lake House Pavilion style*privacy*lakefront,1390233,Rob & Marzena,,Mid-Coast,-32.37633,152.49448,Entire home/apt,139,2,522,2022-06-26,3.91,2,1,39,PID-STRA-4066
311983,Self contained unit in small comple,1532686,Melita,,Mid-Coast,-32.06717,152.53636,Entire home/apt,150,90,0,,,1,180,0,
325891,Kiwarrak Country Retreat-The Arbour,1666893,Tara And Meg,,Mid-Coast,-31.96709,152.50813,Entire home/apt,193,2,109,2022-10-06,0.93,2,285,9,PID-STRA-9140-2
325913,Kiwarrak Country Retreat -The Bower,1666893,Tara And Meg,,Mid-Coast,-31.96946,152.50668,Entire home/apt,183,2,173,2022-10-29,1.61,2,320,30,PID-STRA-9140-2
428117,RIVERHOME Pt Macquarie Sunset room,2127941,Jennifer,,Port Macquarie-Hastings,-31.40705,152.86007,Private room,140,1,56,2022-01-20,0.49,3,276,1,PID-STRA-1479-1
448102,Balinese Inspired Tree House in Port Stephens,2225542,Adrienne,,Mid-Coast,-32.67631,152.03821,Entire home/apt,499,2,62,2022-04-10,0.71,2,256,10,PID-STRA-18238
502508,"Private, separate, ground floor rooms.",2479893,Peter And Ksenia,,Nambucca Valley,-30.63928,153.007,Entire home/apt,84,1,922,2022-10-20,7.49,1,47,108,PID-STRA-3614
534462,Tree Tops Scott’s Head sleeps 8 & 100m to beach.,2626160,Nick,,Nambucca Valley,-30.74711,152.9948,Entire home/apt,229,2,208,2022-10-30,1.77,1,277,39,PID-STRA-20136
737655,Lakeview Cottage,359599,Ken,,Mid-Coast,-32.24756,152.51427,Entire home/apt,240,2,98,2022-11-01,0.83,12,283,22,PID-STRA-12211
738621,Lakeview Lodge,359599,Ken,,Mid-Coast,-32.24733,152.51341,Entire home/apt,259,2,76,2022-10-30,0.71,12,310,15,PID-STRA-13169
756889,"""Mansfield"" Cottage Barrington",3985086,Jill,,Mid-Coast,-32.008526,151.900818,Entire home/apt,151,2,43,2022-10-06,0.36,3,265,9,PID-STRA-6665
756989,Mansfield by the Lake Forster B&B Just For 1 or 2,3985086,Jill,,Mid-Coast,-32.24822,152.51407,Private room,90,1,41,2020-03-24,0.35,3,277,0,PID-STRA-10442
759197,Bemurrah Homestead,4001699,Carolyn,,Kempsey,-30.80915,152.4405,Entire home/apt,420,2,16,2022-09-18,0.17,1,322,7,PID-STRA-9513
767030,Bellingen Self-contained Apartment,4020173,Rae,,Bellingen,-30.44016,152.89578,Entire home/apt,120,2,242,2022-10-23,2.00,1,97,28,PID-STRA-8455
832837,Topi Gums Bush Retreat...relax in nature.,4359135,Philip & Yolanda,,Mid-Coast,-32.3765,152.38723,Entire home/apt,406,3,47,2022-10-19,0.66,1,278,13,PID-STRA-12241
844602,Hang 10 Waterfront & Kayaks,4409293,Sharon,,Mid-Coast,-32.38607,152.50002,Entire home/apt,800,2,15,2021-01-23,0.13,1,101,0,PID-STRA-12153
871019,Great house in bushland near beach,4590054,David,,Bellingen,-30.54258,153.01479,Private room,75,1,449,2022-10-25,3.76,1,58,61,Exempt
877862,Mulberry Cottage - 2 mins walk to town,4638933,Shani & Steve,,Bellingen,-30.45291,152.89297,Entire home/apt,150,2,330,2022-09-30,2.82,1,329,21,PID-STRA-6314-2
890813,Secluded Rustic Eco Cabin Getaway,4731330,Judy,,Coffs Harbour,-30.14909,152.84119,Entire home/apt,120,3,80,2022-09-21,0.68,1,335,2,Exempt
909050,The Kabana Luxury Villa @ Urunga,4873960,Vicki And John,,Bellingen,-30.47733,153.0012,Entire home/apt,176,2,123,2022-10-15,1.05,1,291,17,PID-STRA-2491
915248,Jacaranda Beach House Smiths Lake,4759979,Gerard,,Mid-Coast,-32.37665,152.51319,Entire home/apt,271,2,159,2022-10-31,1.36,1,285,28,PID-STRA-3488
915460,Mullaway On The Beach - luxury beach cabin,4912006,Peter And Lynn,,Coffs Harbour,-30.07868,153.20129,Entire home/apt,260,2,581,2022-10-29,5.07,1,285,66,PID-STRA-12816
931662,Coffs Harbour sanctuary with piano,4581245,Robyn And Peter,,Coffs Harbour,-30.29831,153.1237,Entire home/apt,197,2,15,2022-10-20,0.25,1,164,6,PID-STRA-25655
965170,373 HAUS. Your escape.,4252834,Daphne,,Mid-Coast,-32.30627,152.327,Entire home/apt,491,3,100,2022-10-02,0.86,1,137,10,PID-STRA-10256
1046548,B&B in the Promised Land,5761037,Susie & Al,,Bellingen,-30.38282,152.88683,Entire home/apt,160,1,132,2022-09-24,1.18,1,28,13,PID-STRA-4805
1074357,Creekside apartment - Lovely water views,5257735,Leonie,,Coffs Harbour,-30.37244,153.10111,Entire home/apt,209,2,153,2022-10-19,2.09,1,167,24,PID-STRA-3552
1087566,Paraiso - luxury unit in Urunga,5978247,Denise,,Bellingen,-30.49985,153.02153,Entire home/apt,129,1,769,2022-10-31,6.64,1,121,155,PID-STRA-5687
1093109,"Single room with ensuite & sunroom, Coffs Harbour",6005579,Sue,,Coffs Harbour,-30.27997,153.11822,Private room,75,2,61,2022-10-21,0.59,1,312,7,PID-STRA-10869
1142327,NOBBY'S BEACH RETREAT  14 Sunnyside,5994068,Gloria,,Port Macquarie-Hastings,-31.44908,152.92804,Entire home/apt,251,1,422,2022-10-30,3.68,10,273,59,PID-STRA-1066
1160234,Casa Del Casson,6314820,Casa Del Casson,,Mid-Coast,-32.38553,152.50307,Entire home/apt,343,5,262,2022-01-01,2.48,1,65,5,PID-STRA-15882
1214068,"Paradise in Port, Lighthouse Beach",4956626,Christine,,Port Macquarie-Hastings,-31.46773,152.92862,Entire home/apt,95,1,969,2022-10-30,8.54,1,22,142,PID-STRA-10195
1256809,Stunning views with soul - Emerald Beach House,6845855,Chris,,Coffs Harbour,-30.172409,153.187637,Entire home/apt,277,1,299,2022-10-02,2.66,1,86,50,PID-STRA-17340
1295343,Shellies on the Beach Big House NSW,7043705,Shellie,,Coffs Harbour,-30.37171,153.10202,Entire home/apt,450,1,136,2022-10-22,1.31,3,271,13,PID-STRA-13008
1295445,Shellies on the Beach Little House,7043705,Shellie,,Coffs Harbour,-30.37171,153.10201,Entire home/apt,350,1,132,2022-10-23,1.21,3,289,17,PID-STRA-13016
1306019,180 DEGREES.....Whale watching.....,7045146,Michele,,Port Macquarie-Hastings,-31.47379,152.93148,Entire home/apt,111,1,136,2022-03-09,1.21,1,66,7,PID-STRA-1420-1
1347516,Luxury Studio - Direct Beach Access,7311281,Carl And Kate,,Nambucca Valley,-30.58888,153.01076,Entire home/apt,235,2,42,2022-02-13,0.42,1,170,3,PID-STRA-2147
1361482,Shellies on the beach.Two houses.,7043705,Shellie,,Coffs Harbour,-30.37171,153.10202,Entire home/apt,800,1,27,2022-08-13,0.44,3,322,8,PID-STRA-13008
1387959,CasaBelle Country House,7508324,Sue,,Bellingen,-30.43751,152.89353,Private room,395,1,19,2022-10-03,0.27,2,175,3,Exempt
1409290,Jetty Beach Splendour Apartment,7600815,Kathy,,Coffs Harbour,-30.30724,153.13683,Entire home/apt,260,2,109,2022-08-31,1.50,2,8,20,Exempt
1409469,Beau's Beach Cottage,7601598,Mandy,,Nambucca Valley,-30.74849,152.99718,Entire home/apt,155,3,134,2022-10-28,1.39,1,209,18,PID-STRA-6751
1462540,Modern 3BD apartment beach escape,5192249,Stuart,,Mid-Coast,-32.67552,152.18418,Entire home/apt,229,3,55,2022-10-02,0.58,1,54,10,PID-STRA-3821-7
1530298,CHILL-OUT BEACH HOUSE,8162645,Annmaree,,Mid-Coast,-32.1905,152.53487,Entire home/apt,425,3,46,2022-08-22,0.48,3,128,8,PID-STRA-1512
1530420,CHILL-OUT BEACHSIDE,8162645,Annmaree,,Mid-Coast,-32.17865,152.51544,Entire home/apt,210,2,91,2022-05-27,0.84,3,207,6,PID-STRA-1511
1530428,CHILL-OUT LAKESIDE,8162645,Annmaree,,Mid-Coast,-32.18741,152.5114,Entire home/apt,201,2,68,2022-08-19,0.66,3,189,5,PID-STRA-1517
1564138,Hideaway - Pacific Palms,7634460,Henry,,Mid-Coast,-32.29974,152.47159,Entire home/apt,1250,2,46,2022-09-26,0.43,1,311,12,PID-STRA-13520
1598413,Charlotte's Country Cottage,6417002,Charlotte,,Bellingen,-30.44802,152.9152,Entire home/apt,200,2,85,2022-10-23,0.78,1,315,17,PID-STRA-8583-2
1641927,Daybreaks cosy cabin (1) with bay & bush views,8508835,Kathy & Doug,,Mid-Coast,-32.6662,152.09294,Entire home/apt,183,2,314,2022-10-30,2.84,2,338,15,Exempt
1664790,ACQUE BLU - Water Front House,8818502,Philip,,Mid-Coast,-32.3863,152.50159,Entire home/apt,471,2,35,2022-07-01,0.39,1,241,5,PID-STRA-1941
1666999,"Lake front entertainers dream, near Blueys Beach",8828651,Peter,,Mid-Coast,-32.32916,152.48321,Entire home/apt,1107,2,26,2022-10-08,0.51,1,127,6,PID-STRA-5025
1755605,Filis lovely onebedroom unit views,9220007,Chris & Les,,Port Macquarie-Hastings,-31.46349,152.92257,Entire home/apt,128,1,581,2022-10-17,5.37,2,35,92,PID-STRA-1403
1763715,Verano. Classic aussie beach escape,402107,Claudio,,Kempsey,-31.19007,152.97658,Entire home/apt,229,3,70,2022-07-19,0.94,1,239,14,PID-STRA-8385
1769581,Bimini Retreat Eco Home,9296640,Lara,,Mid-Coast,-32.34568,152.50041,Entire home/apt,214,600,10,2016-03-31,0.10,1,365,0,
1833766,"Daybreaks Cabin (2) Private, bush & bay views",8508835,Kathy & Doug,,Mid-Coast,-32.6702,152.09135,Entire home/apt,183,2,174,2022-10-29,1.60,2,339,24,PID-STRA-4654-3
1845161,Sivana Bliss- 1 or 2 rooms available in our home,4885942,Jaye,,Port Macquarie-Hastings,-31.45394,152.92201,Private room,80,1,645,2022-11-03,5.97,1,286,17,PID-STRA-35283
1861612,Beach and Bush Retreat,9711221,Julie,,Port Macquarie-Hastings,-31.64114,152.83434,Entire home/apt,105,1,253,2022-06-14,2.36,1,331,7,PID-STRA-6479
1861903,Koompartoo Retreat Romantic Chalet 2,9712428,Erika,,Bellingen,-30.45765,152.89634,Entire home/apt,245,90,68,2020-12-26,0.63,4,365,0,
1877281,Viste dell'Aqua ~Lake front-5hp motor boat-Kayaks,240941121,Kate,,Mid-Coast,-32.38419,152.49652,Entire home/apt,441,2,70,2022-09-19,0.89,8,242,12,PID-STRA-28543
1925934,"The Woll on Kerripit, Gloucester",9898190,Hugh,,Mid-Coast,-31.99035,151.70632,Entire home/apt,330,1,84,2022-11-02,0.79,1,337,19,PID-STRA-3433
1925960,"Stylish, contemporary B&B in town",7294739,Hilary,,Bellingen,-30.45748,152.89682,Entire home/apt,220,2,67,2022-10-16,0.62,1,276,14,PID-STRA-18602
1949265,Boomerang Villa at Boomerang Beach,10080244,Steve And Jan,,Mid-Coast,-32.33658,152.54149,Private room,300,1,96,2022-10-30,0.97,3,352,28,Exempt
1998902,Dog Friendly Beach House,1379052,Emma,,Bellingen,-30.49779,153.01942,Entire home/apt,192,2,70,2022-10-30,1.51,1,131,65,PID-STRA-10772
2017458,Scotts Head Little Beach Lookout,6459211,Sandrine,,Nambucca Valley,-30.74932,152.99985,Entire home/apt,500,2,12,2022-01-22,0.26,1,339,3,PID-STRA-15495
2033057,Port Macquarie Lighthouse Beach Rainforest Retreat,6049724,Terry And Wendy,,Port Macquarie-Hastings,-31.47226,152.92907,Entire home/apt,90,90,430,2020-11-11,5.74,1,365,0,
2052592,Pippas Cottage,10517394,Philippa,,Bellingen,-30.44997,152.8929,Entire home/apt,200,90,14,2017-12-29,0.18,1,363,0,
2123558,"Romantic, peaceful Grassy Head Farm",10829597,Gretchen,,Kempsey,-30.80452,152.9705,Entire home/apt,150,2,267,2022-10-20,2.49,1,339,32,PID-STRA-5451
2124340,Bruce's Beach House,4125258,Emma,,Mid-Coast,-32.07007,152.54345,Entire home/apt,191,2,103,2022-10-16,1.07,1,277,29,PID-STRA-17143
2142517,“The Haven”: Where rainforest meets the beach,10815979,Betsey,,Port Macquarie-Hastings,-31.45612,152.9269,Entire home/apt,115,2,358,2022-10-23,3.34,1,45,53,Exempt
2146906,Seascape The Haven,10903867,Zac,,Nambucca Valley,-30.76685,152.98731,Entire home/apt,180,2,198,2022-10-25,1.84,10,333,16,PID-STRA-2509-3
2157262,Sea Eagle Point Navigator House & Cabin,11008959,Miriam,,Mid-Coast,-32.31998,152.49174,Entire home/apt,1451,2,46,2020-01-11,0.43,5,320,0,Exempt
2194349,The Hut nestled in Promised Land rainforest,369209,Kirsty,,Bellingen,-30.37577,152.89575,Entire home/apt,109,3,70,2020-09-29,0.66,2,151,0,PID-STRA-6155
2228721,Small Eco Home,715223,Richie & Maddie,,Mid-Coast,-32.38472,152.44586,Entire home/apt,107,2,251,2022-10-30,3.03,1,324,44,PID-STRA-12828
2264387,Bed and breakfast,11564295,Claudia,,Port Macquarie-Hastings,-31.29144,152.67498,Entire home/apt,200,1,26,2022-10-15,0.33,1,352,19,PID-STRA-34674
2264831,Brushy Point Lake House,11008959,Miriam,,Mid-Coast,-32.31788,152.49054,Entire home/apt,623,30,12,2018-11-03,0.12,5,320,0,Exempt
2338766,Seascape The Haven - Scotts Head - 1 BRM,10903867,Zac,,Nambucca Valley,-30.76638,152.9876,Entire home/apt,337,1,33,2020-08-29,0.32,10,0,0,PID-STRA-2509-3
2375681,THE COVE ON SMITHS LAKE available 2023 long term,12138429,Bobbie,,Mid-Coast,-32.38218688964844,152.4947967529297,Entire home/apt,300,30,17,2021-12-20,0.16,2,183,1,PID-STRA-2942
2437818,Aphid's Retreat at Rose Cottage,12461200,Stewart,,Kempsey,-31.07483,152.81224,Entire home/apt,182,2,431,2022-10-24,4.12,1,284,45,PID-STRA-1501
2442555,"Braelee Studio - Seclusion, Isolation & Serenity",10117854,Debbie & Colin,,Port Macquarie-Hastings,-31.29291,152.69302,Entire home/apt,226,1,376,2022-10-31,3.67,2,151,110,PID-STRA-13479
2455241,Bluebell,359599,Ken,,Mid-Coast,-32.24903,152.51569,Entire home/apt,617,2,91,2022-10-15,0.88,12,308,10,PID-STRA-13293
2467858,Ocean Dreaming,12621669,Alan,,Mid-Coast,-32.05884,152.5451,Entire home/apt,120,1,274,2022-11-01,2.62,1,276,35,PID-STRA-6941
2566764,"PET Friendly, unique, exotic Boutique B & B",13142379,David,,Coffs Harbour,-30.30931,153.10822,Private room,250,1,93,2022-10-15,0.93,1,313,30,PID-STRA-2106
2660959,Large family home on acreage,13620401,Sue,,Coffs Harbour,-30.33357,153.06781,Entire home/apt,450,7,18,2022-01-02,0.23,1,351,1,PID-STRA-13465
2748786,Old fashioned comforts,5451959,Lorraine,,Coffs Harbour,-30.30269,153.11751,Entire home/apt,126,1,652,2022-10-30,6.39,1,221,66,Exempt
2772436,Old Schoolmaster's Cottage by the Barrington River,9199630,Jennifer,,Mid-Coast,-32.00598,151.90283,Entire home/apt,270,2,77,2022-10-23,0.76,1,334,32,Exempt
2858581,LIVING WITH NATURE,14615118,Scott,,Nambucca Valley,-30.75706,152.97799,Entire home/apt,185,90,370,2021-07-25,3.68,1,54,0,PID-STRA-35507
3021053,Best Views in Red Rock,15195937,Eva,,Coffs Harbour,-29.98344,153.22567,Entire home/apt,148,2,90,2022-10-30,0.89,1,201,18,PID-STRA-8289
3084751,"Wattle Beach Cottage, Pet Friendly Beach Retreat",5762081,Stephanie,,Port Macquarie-Hastings,-31.44242,152.92439,Entire home/apt,210,2,103,2022-10-07,1.10,1,142,19,PID-STRA-6513
3085438,"Peaceful, views,  sauna, pets ok, nr seal rocks",15625707,June,,Mid-Coast,-32.352543,152.335846,Entire home/apt,376,2,113,2022-10-04,1.11,1,150,2,PID-STRA-6629
3095878,"""Yurt By Sea"" Beachside Pet Friendly Accomodation",15745469,Sonia,,Coffs Harbour,-30.07867,153.20064,Entire home/apt,300,1,255,2022-11-03,2.49,1,266,41,PID-STRA-1611
3416547,Beach ‘n Lake Cottage - Furnished 3 Bedroom Home,17227784,Annette,,Mid-Coast,-32.38477,152.50084,Entire home/apt,120,5,56,2022-04-22,0.57,1,274,3,PID-STRA-8987
3524386,Riverview,2127941,Jennifer,,Port Macquarie-Hastings,-31.40794,152.86154,Private room,126,1,47,2022-09-27,0.51,3,248,8,PID-STRA-1479-1
3534505,RETREAT at Flynns,17755603,Will,,Port Macquarie-Hastings,-31.44482,152.91917,Entire home/apt,104,1,392,2022-10-20,8.32,1,132,112,PID-STRA-4191-1
3666905,Private Secluded Retreat - Welcome To Orange Grove,18596102,Danny,,Mid-Coast,-32.38188,152.50596,Entire home/apt,371,2,57,2022-10-14,0.57,1,325,15,PID-STRA-11387
3768946,ArtHOUSE Beachfront No. 1,19313377,Maryanne,,Coffs Harbour,-30.1721,153.18936,Entire home/apt,278,2,40,2022-09-20,0.41,3,290,5,Exempt
3842731,'DOG ON BEACH HOUSE' HAWKS NEST. PETS OK INDOORS.,10979290,Anne,,Mid-Coast,-32.67248,152.18051,Entire home/apt,201,2,70,2022-09-25,0.70,1,146,9,PID-STRA-23958
3863984,"DnD's @ CORINDI BEACH
 Solo Traveller & Couples",19943056,Deb And Dave,,Coffs Harbour,-30.03303,153.19398,Entire home/apt,130,3,197,2022-10-13,2.00,1,261,3,PID-STRA-17791
3942792,Absolutely At The Beach,20430661,Peter,,Coffs Harbour,-30.15393,153.20082,Entire home/apt,271,90,24,2020-12-29,0.24,1,179,0,
3946328,Beachside Beauty - Sapphire Beach,20450968,Moira,,Coffs Harbour,-30.24685,153.1435,Entire home/apt,185,1,33,2022-09-26,0.41,2,322,12,PID-STRA-8212-1
3946608,Private Beachside Double Room,20453157,Natalia,,Port Macquarie-Hastings,-31.45657,152.93033,Private room,80,1,451,2022-11-02,4.63,5,272,19,PID-STRA-5686
3952363,Ayarpata Bellingen,3364138,Jayne And Almas,,Bellingen,-30.44413,152.89281,Entire home/apt,390,3,81,2022-10-03,0.85,1,335,10,PID-STRA-12844
4025728,Bluey's Beach House,4088793,Davida,,Mid-Coast,-32.34703,152.5386,Entire home/apt,500,2,34,2022-09-28,0.36,1,284,7,PID-STRA-21021
4034138,Romantic  historic school in Forster/Tuncurry area,20916707,Andrew,,Mid-Coast,-32.12675,152.48484,Entire home/apt,200,2,8,2022-10-02,1.19,1,345,8,PID-STRA-8179
4048509,High Trees Sandy Beach NSW,20993701,Nerida,,Coffs Harbour,-30.14374,153.18586,Entire home/apt,190,3,47,2022-10-20,0.49,1,322,10,Exempt
4164431,Elizabeth Villa at Boomerang Beach,10080244,Steve And Jan,,Mid-Coast,-32.33534,152.54143,Private room,300,3,34,2022-02-25,0.60,3,349,10,Exempt
4165565,Cosy cutie in country Bello,21620856,Fiona,,Bellingen,-30.4509,152.89699,Entire home/apt,140,2,2,2021-01-23,0.09,2,276,0,Exempt
4187024,Boatmans Cottage Wallis Lake,11008959,Miriam,,Mid-Coast,-32.31837,152.48444,Entire home/apt,527,2,74,2022-10-25,0.75,5,318,6,Exempt
4199639,Cascades Cottage Family and Pet Friendly Farm Stay,19548035,Sandra,,Mid-Coast,-31.622995376586914,152.2504425048828,Entire home/apt,150,2,65,2022-10-07,1.21,1,331,17,PID-STRA-10884
4204700,The Bales,18186151,Sarah,,Bellingen,-30.453962326049805,153.01034545898438,Entire home/apt,120,1,253,2022-11-03,2.59,2,34,9,PID-STRA-33008
4226760,Sun drenched unit with 360 views,2135945,Wendy,,Coffs Harbour,-30.30823,153.13759,Entire home/apt,200,3,35,2022-10-28,0.37,1,328,10,PID-STRA-9400-1
4252706,Cottage near beach river and golf,22069746,Sue,,Mid-Coast,-32.66981,152.17626,Entire home/apt,189,3,29,2022-04-14,0.34,1,332,4,PID-STRA-13338
4258039,"Aqua Vista-waterfront lake views, close to beach",22097714,Sabrina,,Mid-Coast,-32.37599563598633,152.49569702148438,Entire home/apt,261,2,167,2022-10-29,1.71,1,114,10,PID-STRA-19838
4287946,Wavebreaker-BEST view in Scotts Head,1328651,Debra,,Nambucca Valley,-30.74821,152.99834,Entire home/apt,200,1,497,2022-10-31,5.16,1,317,69,Exempt
4344595,Stylish Garden Beachside Townhouse - 3 Bedrooms,20453157,Natalia,,Port Macquarie-Hastings,-31.45657,152.93033,Entire home/apt,210,2,297,2022-10-01,3.07,5,340,19,PID-STRA-5686
4379497,Nice Apartment close to beach,66804290,Gaby,,Coffs Harbour,-30.28709,153.13865,Entire home/apt,130,90,35,2020-11-29,0.36,1,278,0,
4396499,The Folly,359599,Ken,,Mid-Coast,-32.2493,152.51451,Entire home/apt,455,2,55,2022-10-17,0.57,12,320,10,PID-STRA-13198
4458613,River Frontage: Front & Centre!,23136157,Darren,,Coffs Harbour,-29.98461,153.22805,Entire home/apt,150,2,73,2022-10-25,0.76,1,253,14,PID-STRA-9258
4550928,Gorgeous Beach House,23595955,Alison,,Mid-Coast,-32.679325,152.164398,Entire home/apt,557,2,14,2021-09-26,0.17,34,316,0,PID-STRA-12491
4560077,Blue Vogue fast WiFi.  Spring Special,12015886,Svend & Helen,,Mid-Coast,-32.34766,152.53604,Entire home/apt,394,2,50,2022-04-17,0.52,5,342,2,PID-STRA-10658-1
4631441,"Back Beach Cottage, Safety Beach",23983811,Kelvin,,Coffs Harbour,-30.09555,153.19269,Entire home/apt,220,2,50,2022-10-19,0.52,2,337,16,PID-STRA-7733
4695034,Well positioned waterfront  family beach house,24178304,Julie,,Mid-Coast,-32.18293,152.4958,Entire home/apt,250,2,62,2022-07-03,1.33,1,136,13,PID-STRA-11718
4796025,Cerulean Blue with fast WiFi.  Spring  Special,12015886,Svend & Helen,,Mid-Coast,-32.34699,152.53632,Entire home/apt,526,2,15,2022-01-11,0.16,5,337,1,PID-STRA-10658-1
4811176,Blueys Apt with fast WiFi Spring  Special,12015886,Svend & Helen,,Mid-Coast,-32.34806,152.53508,Entire home/apt,145,2,38,2022-10-21,0.43,5,219,1,PID-STRA-10658-1
4816653,The Red House Mullaway Beach,24786749,Karen,,Coffs Harbour,-30.07451,153.19901,Entire home/apt,180,1,690,2022-09-27,7.29,1,0,47,PID-STRA-12484-1
4822214,Guest House B&B in the Valley,11860640,Steve,,Coffs Harbour,-30.32732,153.05824,Private room,99,2,96,2022-08-08,1.00,4,152,4,PID-STRA-6190
4824385,Boomerang Beach House,24842346,Janice,,Mid-Coast,-32.3432,152.53979,Entire home/apt,300,4,1,2016-01-19,0.01,1,333,0,PID-STRA-15307
4834847,1 bed with ensuite & living space,24887616,Cliff,,Nambucca Valley,-30.74849,152.99155,Private room,75,1,319,2022-10-29,3.34,1,118,59,PID-STRA-14633
4834965,Kookaburra cottage @ Wallum,24887762,Jane,,Kempsey,-31.27394,152.96439,Entire home/apt,270,3,7,2022-07-18,0.07,2,167,3,PID-STRA-4420-2
4848726,Little Promised Land - Bellingen,24947048,Alexandra,,Bellingen,-30.35434,152.88998,Entire home/apt,310,3,233,2022-10-14,2.48,1,189,15,PID-STRA-20722
4880923,Coastaltreehouse,24299809,Luke,,Mid-Coast,-32.3477,152.53749,Entire home/apt,614,2,86,2022-10-03,0.90,1,350,7,PID-STRA-5292
4896907,Aero Smiths Lake  absolute waterfront  free wi-fi,25203093,Sue,,Mid-Coast,-32.38137,152.49351,Entire home/apt,396,2,121,2022-10-23,1.31,1,314,31,PID-STRA-2902
4925651,COFFS GOLF AND OCEAN VIEW APARTMENT,25372671,Cindy,,Coffs Harbour,-30.30525,153.11156,Entire home/apt,152,2,186,2022-01-19,1.95,1,154,4,PID-STRA-8986
4932347,Port Stephens,25197455,Dale,,Mid-Coast,-32.6695,152.11447,Entire home/apt,321,5,69,2022-09-24,0.74,1,263,8,PID-STRA-5480
4987201,Comfortable Garden Guest Suite,25710494,Janine,,Bellingen,-30.45299,152.89325,Entire home/apt,110,2,327,2022-09-25,3.44,1,309,22,PID-STRA-11590
5005819,Bella Vista 4-Bedroom Private House,25814471,Michaela & Nina,,Bellingen,-30.46096,152.89948,Entire home/apt,836,1,48,2022-10-23,0.58,4,293,12,Exempt
5008217,pet friendly private unit covered courtyard pool,25829654,ELizabeth,,Port Macquarie-Hastings,-31.58967,152.8354,Entire home/apt,130,1,161,2022-10-22,1.74,1,42,32,PID-STRA-14104
5021724,Riverside Garden Loft and Bathroom,14352578,Patricia,,Bellingen,-30.44841,153.02928,Entire home/apt,110,90,58,2020-02-08,0.62,1,248,0,
5049299,Coffs Harbour Beach House,26068274,Aaron,,Coffs Harbour,-30.28908,153.13741,Entire home/apt,299,3,33,2022-10-30,0.63,2,91,12,PID-STRA-12863
5050979,Scotts Head Beach Bunker,26078753,Anna,,Nambucca Valley,-30.74574,152.99214,Entire home/apt,300,2,91,2022-10-01,1.65,1,311,13,PID-STRA-8633
5069047,Tianjara Eco B&B,2856232,Judy,,Mid-Coast,-32.36213,152.46884,Private room,130,1,283,2022-10-29,2.99,2,43,32,Exempt
5104587,Sea Eagle Point Cabin,11008959,Miriam,,Mid-Coast,-32.31761,152.49002,Entire home/apt,242,2,53,2022-08-06,0.56,5,40,4,Exempt
5105679,Bella Vista 3-Bedroom Private House,25814471,Michaela & Nina,,Bellingen,-30.46096,152.89948,Entire home/apt,657,1,46,2022-09-26,0.50,4,313,8,Exempt
5106002,Bella Vista 2-Bedroom Private House,25814471,Michaela & Nina,,Bellingen,-30.46096,152.89948,Entire home/apt,490,1,17,2022-01-03,0.24,4,306,1,Exempt
5106275,Bella Vista Garden Suite Apartment,25814471,Michaela & Nina,,Bellingen,-30.46096,152.89948,Private room,216,1,30,2022-04-19,0.32,4,293,3,Exempt
5126068,Private Beachside Queen Room,20453157,Natalia,,Port Macquarie-Hastings,-31.45657,152.93033,Private room,80,1,469,2022-10-27,4.96,5,268,30,PID-STRA-5686
5138759,Bellingen Vintage Farmstay: WeilHouse Living,26569278,Susan,,Bellingen,-30.48456,152.88138,Entire home/apt,329,2,69,2022-11-01,0.76,3,336,14,PID-STRA-2583-3
5224182,Serenity Beach House,23235446,Yvonne,,Kempsey,-31.19392,152.97194,Entire home/apt,243,3,54,2022-10-16,0.99,1,204,28,PID-STRA-5000
5231576,Mansfield on the Manning Banksia Cabin (1),27075553,Suzie,,Mid-Coast,-31.9396,152.42685,Entire home/apt,254,1,118,2022-05-15,1.27,3,211,9,PID-STRA-12614-4
5238161,"Fabulous beaches, comfortable house",27083101,Susan,,Mid-Coast,-32.37785,152.50519,Entire home/apt,160,4,80,2022-10-02,0.87,1,275,10,PID-STRA-17419
5269314,"Guest House, Boambee Valley, B & B",11860640,Steve,,Coffs Harbour,-30.32733,153.05848,Private room,99,2,47,2022-05-31,0.50,4,152,5,PID-STRA-6190
5290203,"Crescent Head retro surf shack, flat walk to beach",27395891,Melanie,,Kempsey,-31.19037,152.97881,Entire home/apt,194,2,105,2022-10-30,1.88,1,305,17,PID-STRA-6114
5309777,Bonville on Bonville -  Sawtell Waterfront Luxury,27506048,Heather,,Coffs Harbour,-30.37532,153.08099,Entire home/apt,800,3,31,2022-09-30,0.36,1,294,9,PID-STRA-1347
5311184,Lorikeet cottage @ Wallum,24887762,Jane,,Kempsey,-31.27034,152.96411,Entire home/apt,270,3,11,2022-10-30,0.13,2,216,2,PID-STRA-4420-2
